actual_cached_blocks,actual_new_blocks,actual_prefix_cache_hit_rate,actual_prefix_cache_hit_tokens,cache_eviction_count,dynamic_context_new_tokens,input_tokens,inter_workflow_prefix_match_tokens,intra_workflow_prefix_match_tokens,motif_type,node_id,potential_prefix_match_tokens,potential_prefix_reuse_rate,potential_prefix_source,private_context_reuse_tokens,request_id,shared_context_reuse_tokens,workflow_name,workflow_run_id
unavailable,unavailable,unavailable,unavailable,unavailable,137,137,0,0,composite_tool_resume,planner,0,0.0,none,0,e4f7f8ad-90a8-43e1-a837-705ef6e14ae8,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,636,636,0,0,composite_tool_resume,tool_branch_8_tool_agent,0,0.0,none,0,b819e95a-9cc4-4e01-affc-b006818367dd,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,157,636,0,479,composite_tool_resume,tool_branch_6_tool_agent,479,0.7531446540880503,segment_token_proxy,0,7d5a03dc-5046-4059-ae37-3e5eb74e63c2,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,157,636,0,479,composite_tool_resume,tool_branch_4_tool_agent,479,0.7531446540880503,segment_token_proxy,0,228abc75-ac3b-4aae-9dfe-b6d15792ab3b,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,157,636,0,479,composite_tool_resume,tool_branch_7_tool_agent,479,0.7531446540880503,segment_token_proxy,0,cb87ebc2-f96c-4384-bac0-b1ecdeb84ccd,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,157,636,0,479,composite_tool_resume,tool_branch_2_tool_agent,479,0.7531446540880503,segment_token_proxy,0,38df17d1-cc38-49bb-980a-28fa9e8bf85e,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,157,636,0,479,composite_tool_resume,tool_branch_3_tool_agent,479,0.7531446540880503,segment_token_proxy,0,1050afda-85ba-4ff6-b9bc-041f39ddbb5d,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,157,636,0,479,composite_tool_resume,tool_branch_1_tool_agent,479,0.7531446540880503,segment_token_proxy,0,25716ae8-c9fe-4b03-82cf-bfdbcb6c000e,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,157,636,0,479,composite_tool_resume,tool_branch_5_tool_agent,479,0.7531446540880503,segment_token_proxy,0,0af3c976-d4f8-4429-9f3d-2f7395312b8b,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,622,622,0,0,composite_tool_resume,critical_coder,0,0.0,none,0,609395c2-0cce-4606-b98f-976b86acca90,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,156,623,0,467,composite_tool_resume,background_coder,467,0.7495987158908507,segment_token_proxy,0,78fd97b5-82bc-4039-ab32-3aa48af7989f,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,490,490,0,0,composite_tool_resume,critical_reviewer,0,0.0,none,0,69ef4057-cabe-4906-b73d-5a2fe75c8bcb,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,829,829,0,0,composite_tool_resume,resume_evidence_processor_4,0,0.0,none,0,68aa9f74-0e6b-4ce9-acf2-364badd9d26b,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,197,796,0,599,composite_tool_resume,resume_evidence_processor_1,599,0.7525125628140703,segment_token_proxy,0,f9b6ecfc-60c2-48b9-b043-907fb0e49428,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,278,901,0,623,composite_tool_resume,resume_evidence_processor_3,623,0.6914539400665927,segment_token_proxy,0,02143c2a-f351-4432-923c-2b14231ccce5,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,219,881,0,662,composite_tool_resume,resume_evidence_processor_2,662,0.7514188422247446,segment_token_proxy,0,01a2bed4-33e4-4319-850d-e000341aa46e,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,208,838,0,630,composite_tool_resume,resume_evidence_processor_6,630,0.7517899761336515,segment_token_proxy,0,7065d546-ce4d-49aa-b0f0-e306654f6045,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,208,838,0,630,composite_tool_resume,resume_evidence_processor_5,630,0.7517899761336515,segment_token_proxy,0,b3d8b0c7-9772-4847-9911-03fcfb8f0b5f,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,214,862,0,648,composite_tool_resume,resume_evidence_processor_7,648,0.7517401392111369,segment_token_proxy,0,b0205992-446b-42a3-a2ba-1241d8c94d8a,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,199,803,0,604,composite_tool_resume,resume_evidence_processor_8,604,0.7521793275217933,segment_token_proxy,0,e8ec5a7c-d2f6-48c0-8f38-7a575e51f1f7,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,985,985,0,0,composite_tool_resume,finalizer,0,0.0,none,0,73a08076-dc5d-46fd-89b3-0c1facfa7947,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,4377,4377,0,0,composite_tool_resume,evidence_merge,0,0.0,none,0,859dec19-9455-4725-b433-53f99de2c65a,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163652_571098
unavailable,unavailable,unavailable,unavailable,unavailable,137,137,0,0,composite_tool_resume,planner,0,0.0,none,0,918ae9d0-b348-44e1-b506-9c54ce945d58,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,642,642,0,0,composite_tool_resume,tool_branch_4_tool_agent,0,0.0,none,0,a6d12d6c-5e6f-4b5a-b0c0-f8c0b4f1a355,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,158,642,0,484,composite_tool_resume,tool_branch_2_tool_agent,484,0.7538940809968847,segment_token_proxy,0,5fa018aa-92d4-4fd1-b9a3-bd3a9444d1dc,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,158,642,0,484,composite_tool_resume,tool_branch_7_tool_agent,484,0.7538940809968847,segment_token_proxy,0,2b150c54-264a-49fc-8f9a-9a0a1ed343e4,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,158,642,0,484,composite_tool_resume,tool_branch_6_tool_agent,484,0.7538940809968847,segment_token_proxy,0,b13885c5-3c51-4f72-8be4-5feab6c78ead,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,158,642,0,484,composite_tool_resume,tool_branch_1_tool_agent,484,0.7538940809968847,segment_token_proxy,0,6681f194-b37a-48a6-a5d8-6eb5fa0a9814,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,158,642,0,484,composite_tool_resume,tool_branch_5_tool_agent,484,0.7538940809968847,segment_token_proxy,0,a0ba9d11-2839-4cfe-a1b7-3f7e6170796f,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,158,642,0,484,composite_tool_resume,tool_branch_3_tool_agent,484,0.7538940809968847,segment_token_proxy,0,c6ed48bf-7d66-42fe-a8b1-955c8f18e672,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,158,642,0,484,composite_tool_resume,tool_branch_8_tool_agent,484,0.7538940809968847,segment_token_proxy,0,189f1776-3b96-40a3-8e01-36468281747f,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,628,628,0,0,composite_tool_resume,critical_coder,0,0.0,none,0,99dc063b-298d-449c-a68d-c21becc4bf69,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,157,629,0,472,composite_tool_resume,background_coder,472,0.7503974562798092,segment_token_proxy,0,722cf8fd-4ed6-4e1a-8d00-def8865dc480,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,495,495,0,0,composite_tool_resume,critical_reviewer,0,0.0,none,0,2a31298a-a64b-4d7b-8104-02aa818aed52,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,0,862,862,0,composite_tool_resume,resume_evidence_processor_7,862,1.0,exact_prompt_hash,0,8883cca5-89f1-49de-99d8-ba9b319017e9,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,0,838,838,0,composite_tool_resume,resume_evidence_processor_6,838,1.0,exact_prompt_hash,0,42f808f7-b48d-4559-9dba-e2ec41aea8bd,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,0,796,796,0,composite_tool_resume,resume_evidence_processor_1,796,1.0,exact_prompt_hash,0,d9c88013-3140-4c94-9bd7-096f32bcef44,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,0,803,803,0,composite_tool_resume,resume_evidence_processor_8,803,1.0,exact_prompt_hash,0,90f30190-8454-4448-9e3c-15a7e3baf6c5,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,0,901,901,0,composite_tool_resume,resume_evidence_processor_3,901,1.0,exact_prompt_hash,0,2aa16df3-d770-404c-b0ee-6bffcb3d58b4,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,0,838,838,0,composite_tool_resume,resume_evidence_processor_5,838,1.0,exact_prompt_hash,0,a3a0ceea-d618-4027-8feb-2aa53c248da9,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,0,881,881,0,composite_tool_resume,resume_evidence_processor_2,881,1.0,exact_prompt_hash,0,ed0288e8-015a-4386-9048-8d52f6184ec9,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,0,829,829,0,composite_tool_resume,resume_evidence_processor_4,829,1.0,exact_prompt_hash,0,f491816c-1613-4a34-974e-1e4a990afe99,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,990,990,0,0,composite_tool_resume,finalizer,0,0.0,none,0,384271fb-a213-498b-8f42-a7ffc8d06301,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,4368,4368,0,0,composite_tool_resume,evidence_merge,0,0.0,none,0,c30b4ff9-c690-4ba7-8d58-4318f969939e,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163938_901759
unavailable,unavailable,unavailable,unavailable,unavailable,66,66,0,0,composite_tool_resume,planner,0,0.0,none,0,c8453975-129f-4a39-aea1-184b23b1f5e1,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846
unavailable,unavailable,unavailable,unavailable,unavailable,447,447,0,0,composite_tool_resume,tool_branch_1_tool_agent,0,0.0,none,0,8f5283eb-3e72-4dbb-aee1-0d164c455284,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846
unavailable,unavailable,unavailable,unavailable,unavailable,110,447,0,337,composite_tool_resume,tool_branch_2_tool_agent,337,0.7539149888143176,segment_token_proxy,0,96c2de75-1b65-4c85-a5a8-f527c180623d,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846
unavailable,unavailable,unavailable,unavailable,unavailable,110,447,0,337,composite_tool_resume,tool_branch_3_tool_agent,337,0.7539149888143176,segment_token_proxy,0,6527f39c-1c90-40d0-a482-5fc0d3043941,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846
unavailable,unavailable,unavailable,unavailable,unavailable,110,447,0,337,composite_tool_resume,tool_branch_4_tool_agent,337,0.7539149888143176,segment_token_proxy,0,c89d58d3-7b8e-4e68-874e-d77eb01e8429,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846
unavailable,unavailable,unavailable,unavailable,unavailable,434,434,0,0,composite_tool_resume,background_coder,0,0.0,none,0,0f9c9971-f251-4420-86c5-c7eb6377ac58,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846
unavailable,unavailable,unavailable,unavailable,unavailable,107,433,0,326,composite_tool_resume,critical_coder,326,0.7528868360277137,segment_token_proxy,0,ccb3a8c5-45f4-4341-8c68-7b96fc327fee,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846
unavailable,unavailable,unavailable,unavailable,unavailable,372,372,0,0,composite_tool_resume,critical_reviewer,0,0.0,none,0,4b5803ce-3679-4869-b6c4-ebde38c0d550,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846
unavailable,unavailable,unavailable,unavailable,unavailable,685,685,0,0,composite_tool_resume,resume_evidence_processor_1,0,0.0,none,0,3fd7d3b5-3804-4387-8e8e-f9e1e66e60b1,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846
unavailable,unavailable,unavailable,unavailable,unavailable,154,623,0,469,composite_tool_resume,resume_evidence_processor_4,469,0.7528089887640449,segment_token_proxy,0,16b456e0-a754-417e-8719-9c3026ddb0bf,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846
unavailable,unavailable,unavailable,unavailable,unavailable,427,942,0,515,composite_tool_resume,resume_evidence_processor_3,515,0.5467091295116773,segment_token_proxy,0,f2b7f53d-12d1-4383-a391-15b45fa57491,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846
unavailable,unavailable,unavailable,unavailable,unavailable,206,831,0,625,composite_tool_resume,resume_evidence_processor_2,625,0.7521058965102286,segment_token_proxy,0,214afe19-f4b7-484b-a70f-1a5e91ae499c,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846
unavailable,unavailable,unavailable,unavailable,unavailable,759,759,0,0,composite_tool_resume,finalizer,0,0.0,none,0,5228f11b-47f3-4527-b4b9-a9519aee4c76,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846
unavailable,unavailable,unavailable,unavailable,unavailable,1821,1821,0,0,composite_tool_resume,evidence_merge,0,0.0,none,0,6b545e87-ecff-4df1-bec3-14df04011850,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_152522_507846
unavailable,unavailable,unavailable,unavailable,unavailable,137,137,0,0,composite_tool_resume,planner,0,0.0,none,0,41112bcf-146f-4ba3-a197-0bd3421e214d,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397
unavailable,unavailable,unavailable,unavailable,unavailable,633,633,0,0,composite_tool_resume,tool_branch_4_tool_agent,0,0.0,none,0,4e8647cc-83f8-4c98-beb0-de2b2dd5799a,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397
unavailable,unavailable,unavailable,unavailable,unavailable,156,633,0,477,composite_tool_resume,tool_branch_3_tool_agent,477,0.7535545023696683,segment_token_proxy,0,826c8b0f-791d-46ab-861d-45480b9322bf,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397
unavailable,unavailable,unavailable,unavailable,unavailable,156,633,0,477,composite_tool_resume,tool_branch_2_tool_agent,477,0.7535545023696683,segment_token_proxy,0,6f78ca32-937f-4b1e-931b-74b8e06449b9,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397
unavailable,unavailable,unavailable,unavailable,unavailable,620,620,0,0,composite_tool_resume,background_coder,0,0.0,none,0,359c5690-a5df-4c85-bc43-7a0d1c55100a,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397
unavailable,unavailable,unavailable,unavailable,unavailable,156,633,0,477,composite_tool_resume,tool_branch_1_tool_agent,477,0.7535545023696683,segment_token_proxy,0,b612c96b-adab-4b87-bf06-088786be7974,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397
unavailable,unavailable,unavailable,unavailable,unavailable,154,619,0,465,composite_tool_resume,critical_coder,465,0.7512116316639742,segment_token_proxy,0,9f55727a-b140-454e-9229-329bf16fce41,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397
unavailable,unavailable,unavailable,unavailable,unavailable,488,488,0,0,composite_tool_resume,critical_reviewer,0,0.0,none,0,ec59223a-4d89-4d36-95fe-dcb820b45b65,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397
unavailable,unavailable,unavailable,unavailable,unavailable,0,881,881,0,composite_tool_resume,resume_evidence_processor_2,881,1.0,exact_prompt_hash,0,146cc71e-d44a-4042-9d58-708c6b2f7667,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397
unavailable,unavailable,unavailable,unavailable,unavailable,0,796,796,0,composite_tool_resume,resume_evidence_processor_1,796,1.0,exact_prompt_hash,0,57c66b5a-2817-4cc5-ba03-3bea1d2b69bf,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397
unavailable,unavailable,unavailable,unavailable,unavailable,0,901,901,0,composite_tool_resume,resume_evidence_processor_3,901,1.0,exact_prompt_hash,0,17cad500-5ed2-4722-b1c6-19680d47c783,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397
unavailable,unavailable,unavailable,unavailable,unavailable,0,829,829,0,composite_tool_resume,resume_evidence_processor_4,829,1.0,exact_prompt_hash,0,fd3e3a6e-e498-4558-b52a-cb06162ba2be,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397
unavailable,unavailable,unavailable,unavailable,unavailable,986,986,0,0,composite_tool_resume,finalizer,0,0.0,none,0,066b2823-42e4-45cb-a728-e57b92e734c9,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397
unavailable,unavailable,unavailable,unavailable,unavailable,2429,2429,0,0,composite_tool_resume,evidence_merge,0,0.0,none,0,b6eab136-9ccb-4f7f-8a4d-ef39d63f8c1b,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163612_203397
unavailable,unavailable,unavailable,unavailable,unavailable,137,137,0,0,composite_tool_resume,planner,0,0.0,none,0,0c176a58-c559-48df-913e-2f910f5cca8f,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182
unavailable,unavailable,unavailable,unavailable,unavailable,638,638,0,0,composite_tool_resume,tool_branch_1_tool_agent,0,0.0,none,0,00bce2b4-56df-427f-9424-fd5c7f3f9961,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182
unavailable,unavailable,unavailable,unavailable,unavailable,157,638,0,481,composite_tool_resume,tool_branch_3_tool_agent,481,0.7539184952978056,segment_token_proxy,0,b3a3d272-0a4e-4459-bb98-27f9a93fb434,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182
unavailable,unavailable,unavailable,unavailable,unavailable,157,638,0,481,composite_tool_resume,tool_branch_2_tool_agent,481,0.7539184952978056,segment_token_proxy,0,67cfb079-0755-4cc8-a5ef-d8930bd3873d,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182
unavailable,unavailable,unavailable,unavailable,unavailable,157,638,0,481,composite_tool_resume,tool_branch_4_tool_agent,481,0.7539184952978056,segment_token_proxy,0,c24d92f4-d3ae-4fa5-b161-d69f06e16ea0,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182
unavailable,unavailable,unavailable,unavailable,unavailable,625,625,0,0,composite_tool_resume,background_coder,0,0.0,none,0,e54a9ec3-b697-43e7-8842-8aa53e9449e7,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182
unavailable,unavailable,unavailable,unavailable,unavailable,155,624,0,469,composite_tool_resume,critical_coder,469,0.7516025641025641,segment_token_proxy,0,e6906e27-d9e5-4035-b888-d407a5e8bde5,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182
unavailable,unavailable,unavailable,unavailable,unavailable,494,494,0,0,composite_tool_resume,critical_reviewer,0,0.0,none,0,01920c1f-9178-4d13-b454-06a04e607e9a,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182
unavailable,unavailable,unavailable,unavailable,unavailable,0,796,796,0,composite_tool_resume,resume_evidence_processor_1,796,1.0,exact_prompt_hash,0,f4f9214f-b34f-4e1e-bd60-db90bafed843,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182
unavailable,unavailable,unavailable,unavailable,unavailable,0,901,901,0,composite_tool_resume,resume_evidence_processor_3,901,1.0,exact_prompt_hash,0,3709dcbd-2b27-499a-8f16-ff0133dd5398,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182
unavailable,unavailable,unavailable,unavailable,unavailable,0,881,881,0,composite_tool_resume,resume_evidence_processor_2,881,1.0,exact_prompt_hash,0,3a9e2cbf-1605-42c0-bf5a-88692103977e,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182
unavailable,unavailable,unavailable,unavailable,unavailable,0,829,829,0,composite_tool_resume,resume_evidence_processor_4,829,1.0,exact_prompt_hash,0,e3c03a8c-c618-4b48-87e8-f325bc8768ba,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182
unavailable,unavailable,unavailable,unavailable,unavailable,993,993,0,0,composite_tool_resume,finalizer,0,0.0,none,0,ecd4f47d-8c17-44ce-9f1d-ccc998a375cb,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182
unavailable,unavailable,unavailable,unavailable,unavailable,2440,2440,0,0,composite_tool_resume,evidence_merge,0,0.0,none,0,79b9b1da-8a60-4648-bbd5-ddf5554e4379,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163816_416182
unavailable,unavailable,unavailable,unavailable,unavailable,137,137,0,0,composite_tool_resume,planner,0,0.0,none,0,490fe15e-a331-4aad-ad6a-18063645a6b2,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,622,622,0,0,composite_tool_resume,critical_coder,0,0.0,none,0,dab6c168-8f6a-4cb3-b937-1a099b762d37,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,635,635,0,0,composite_tool_resume,tool_branch_2_tool_agent,0,0.0,none,0,f201a336-8bd8-46c7-af27-1813fbc9f69a,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,157,635,0,478,composite_tool_resume,tool_branch_5_tool_agent,478,0.752755905511811,segment_token_proxy,0,371e16b5-fed4-4773-b8a6-0dd695f271bc,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,157,635,0,478,composite_tool_resume,tool_branch_8_tool_agent,478,0.752755905511811,segment_token_proxy,0,d54925da-b815-4ddb-aab5-f28a5b553e41,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,157,635,0,478,composite_tool_resume,tool_branch_1_tool_agent,478,0.752755905511811,segment_token_proxy,0,818515ba-19c5-486f-865a-17522f872141,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,157,635,0,478,composite_tool_resume,tool_branch_7_tool_agent,478,0.752755905511811,segment_token_proxy,0,2bb36735-c218-4a3f-b9d1-c7a992e4fab0,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,157,635,0,478,composite_tool_resume,tool_branch_3_tool_agent,478,0.752755905511811,segment_token_proxy,0,eb05aaca-b8f4-4b42-bcec-be28dda4c6f8,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,157,635,0,478,composite_tool_resume,tool_branch_6_tool_agent,478,0.752755905511811,segment_token_proxy,0,20df2c82-1c95-4ae6-91b7-e949b32e7b12,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,157,635,0,478,composite_tool_resume,tool_branch_4_tool_agent,478,0.752755905511811,segment_token_proxy,0,577b827a-d5bd-4212-aa13-85c92e10d68f,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,156,623,0,467,composite_tool_resume,background_coder,467,0.7495987158908507,segment_token_proxy,0,fb208666-1c6d-4020-ae65-b7c4784e1631,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,495,495,0,0,composite_tool_resume,critical_reviewer,0,0.0,none,0,f1e74e73-3dcf-41c3-a79c-41009cb4902a,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,0,838,838,0,composite_tool_resume,resume_evidence_processor_5,838,1.0,exact_prompt_hash,0,303d6051-2f8f-4b7d-97c0-d5ca23f13dd6,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,0,881,881,0,composite_tool_resume,resume_evidence_processor_2,881,1.0,exact_prompt_hash,0,5127098a-e3c7-4f3e-b8e6-12ef3e5d6c93,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,0,829,829,0,composite_tool_resume,resume_evidence_processor_4,829,1.0,exact_prompt_hash,0,48f39116-53b1-4b76-a51b-6daa0c78fb46,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,0,803,803,0,composite_tool_resume,resume_evidence_processor_8,803,1.0,exact_prompt_hash,0,cc70ace8-be2b-4307-a431-62c691b6bb5e,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
unavailable,unavailable,unavailable,unavailable,unavailable,0,796,796,0,composite_tool_resume,resume_evidence_processor_1,796,1.0,exact_prompt_hash,0,12b2d793-9cf5-4b81-83c6-26e961eb7315,0,tool_resume_contention_meso,tool_resume_contention_meso_20260603_163856_930471
