hardware,workload,run_id,request_ordinal,node_id,input_tokens,output_tokens,ttft_ms,tpot_ms,request_latency_sec
Ascend 910,independent_fanin,ascend_r2_20260824_073740_15559,1,independent_specialist_1,2321,168,160.5672836303711,17.50662226876813,3.0841752300038934
Ascend 910,independent_fanin,ascend_r2_20260824_073740_15559,2,independent_specialist_2,2320,192,170.96376419067383,17.544101046017953,3.5218901198823005
Ascend 910,independent_fanin,ascend_r2_20260824_073740_15559,3,independent_specialist_3,2321,216,170.49908638000488,17.453239130419355,3.9229472200386226
Ascend 910,independent_fanin,ascend_r2_20260824_073740_15559,4,independent_specialist_4,2319,240,170.14551162719727,17.31501762837047,4.30843622982502
Ascend 910,independent_fanin,ascend_r2_20260824_073740_15559,5,fanin_synthesizer,944,224,124.91822242736816,15.532942630784929,3.5887654600664973
Ascend 910,independent_fanin,ascend_r2_20260824_073740_15559,6,fanin_finalizer,324,104,76.60698890686035,15.165294258339891,1.6386336300056428
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,1,issue_manager_plan,110,224,83.1608772277832,15.13265494273917,3.457745409803465
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,2,issue_evidence_1,3603,224,365.6888008117676,18.15042688173029,4.4132353398017585
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,3,issue_evidence_2,3603,224,401.17597579956055,18.08428015944134,4.433971090009436
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,4,issue_evidence_3,3601,224,402.16970443725586,18.086510388840473,4.435462060151622
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,5,issue_evidence_synthesis,804,256,131.18362426757812,15.421300775864545,4.063616649946198
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,6,issue_diagnosis_1,366,208,114.98689651489258,15.947260142524462,3.4160720398649573
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,7,issue_diagnosis_2,365,208,124.82547760009766,15.927216856951874,3.4217610298655927
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,8,issue_diagnosis_3,365,208,123.60620498657227,15.928699198552376,3.4208491700701416
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,9,issue_diagnosis_consensus,750,224,112.58220672607422,15.40960966204314,3.5489255599677563
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,10,issue_patch_candidate_1,603,240,113.01684379577637,15.64919599429334,3.8531756300944835
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,11,issue_patch_candidate_2,603,240,103.3480167388916,15.66321081696195,3.846857980126515
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,12,issue_patch_selector,596,240,90.80100059509277,15.324217505036039,3.753289490006864
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,13,issue_test_reviewer,614,208,92.58103370666504,15.267360613541902,3.25292488001287
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,14,issue_debugger,829,224,120.49221992492676,15.434721660186357,3.5624356099870056
Ascend 910,issue_to_patch_workflow,ascend_r1_20260824_073637_25754,15,issue_final_report,863,119,120.4833984375,15.349949820566986,1.9317778102122247
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,1,issue_manager_plan,110,224,61.97047233581543,15.164100535781929,3.443568180082366
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,2,issue_evidence_1,3603,224,158.31851959228516,18.091546045825087,4.192735489923507
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,3,issue_evidence_2,3603,224,163.62905502319336,18.089097711537452,4.197501390008256
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,4,issue_evidence_3,3601,224,154.58297729492188,18.094739571815115,4.189713289961219
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,5,issue_evidence_synthesis,803,256,126.55186653137207,15.421350329530005,4.05899816006422
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,6,issue_diagnosis_1,366,208,128.1273365020752,16.002076835448037,3.440562979783863
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,7,issue_diagnosis_2,365,208,111.87529563903809,16.022889510444973,3.4286164899822325
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,8,issue_diagnosis_3,365,208,128.95774841308594,15.999062625682296,3.4407681000884622
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,9,issue_diagnosis_consensus,750,224,109.0540885925293,15.386862605141951,3.5403257498983294
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,10,issue_patch_candidate_1,603,240,100.51345825195312,15.617425471668962,3.833079129923135
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,11,issue_patch_candidate_2,603,240,111.51933670043945,15.601240940173799,3.8402177600655705
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,12,issue_patch_selector,597,240,93.9478874206543,15.331589527209932,3.758198759984225
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,13,issue_test_reviewer,614,208,90.85202217102051,15.30926469443501,3.259870649781078
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,14,issue_debugger,830,224,119.4157600402832,15.440740927452463,3.562701449962333
Ascend 910,issue_to_patch_workflow,ascend_r2_20260824_074028_16691,15,issue_final_report,863,113,120.35107612609863,15.371569565364293,1.841968260006979
Ascend 910,retry_debug_loop,ascend_r1_20260824_073542_21535,1,initial_attempt,1963,224,221.94719314575195,15.901219149876068,3.767920620040968
Ascend 910,retry_debug_loop,ascend_r1_20260824_073542_21535,2,review_round_1,2188,176,233.59203338623047,15.939566748482841,3.023017860017717
Ascend 910,retry_debug_loop,ascend_r1_20260824_073542_21535,3,debug_round_1,2377,208,242.3410415649414,15.92748176648421,3.539330040104687
Ascend 910,retry_debug_loop,ascend_r1_20260824_073542_21535,4,review_round_2,2174,176,88.20152282714844,15.864118848528182,2.864422770217061
Ascend 910,retry_debug_loop,ascend_r1_20260824_073542_21535,5,debug_round_2,2363,208,103.00230979919434,15.942322459197852,3.403063609963283
Ascend 910,retry_debug_loop,ascend_r1_20260824_073542_21535,6,retry_finalizer,2181,94,231.21237754821777,15.781569224531934,1.6988996099680662
Ascend 910,retry_debug_loop,ascend_r2_20260824_073933_24952,1,initial_attempt,1963,224,70.03188133239746,15.82396939196394,3.59877823991701
Ascend 910,retry_debug_loop,ascend_r2_20260824_073933_24952,2,review_round_1,2188,176,86.35783195495605,15.973070689610072,2.881645980058238
Ascend 910,retry_debug_loop,ascend_r2_20260824_073933_24952,3,debug_round_1,2377,208,95.52884101867676,16.0238236044916,3.412460889900103
Ascend 910,retry_debug_loop,ascend_r2_20260824_073933_24952,4,review_round_2,2173,176,90.41762351989746,15.86299760001046,2.8664426798932254
Ascend 910,retry_debug_loop,ascend_r2_20260824_073933_24952,5,debug_round_2,2361,208,106.9645881652832,15.96030290575995,3.410747630055994
Ascend 910,retry_debug_loop,ascend_r2_20260824_073933_24952,6,retry_finalizer,2181,99,91.53246879577637,15.841396487489039,1.6439897399395704
Ascend 910,shared_memory_fanin_meso,ascend_r1_20260824_073509_19246,1,writer_1_private_draft,111,256,101.52149200439453,15.443334392472808,4.0395737499929965
Ascend 910,shared_memory_fanin_meso,ascend_r1_20260824_073509_19246,2,writer_2_private_draft,110,352,87.41569519042969,15.403625292655748,5.494088969891891
Ascend 910,shared_memory_fanin_meso,ascend_r1_20260824_073509_19246,3,writer_1,2598,320,336.55333518981934,16.623769060571362,5.639536970062181
Ascend 910,shared_memory_fanin_meso,ascend_r1_20260824_073509_19246,4,writer_2,2693,416,346.71950340270996,16.54330391481698,7.21219175006263
Ascend 910,shared_memory_fanin_meso,ascend_r1_20260824_073509_19246,5,reader_1,846,144,167.56176948547363,16.318728040148326,2.501140190055594
Ascend 910,shared_memory_fanin_meso,ascend_r1_20260824_073509_19246,6,reader_2,847,176,181.98442459106445,16.392060688563756,3.0505959698930383
Ascend 910,shared_memory_fanin_meso,ascend_r1_20260824_073509_19246,7,reader_3,848,208,178.1165599822998,16.312459816679286,3.554797420045361
Ascend 910,shared_memory_fanin_meso,ascend_r1_20260824_073509_19246,8,reader_4,846,240,180.83548545837402,16.2111665414467,4.055305520072579
Ascend 910,shared_memory_fanin_meso,ascend_r1_20260824_073509_19246,9,memory_reviewer,884,224,143.0046558380127,15.382372210378604,3.5732743898406625
Ascend 910,shared_memory_fanin_meso,ascend_r1_20260824_073509_19246,10,finalizer,336,116,79.2546272277832,15.154170989990234,1.8219848100561649
Ascend 910,shared_memory_fanin_meso,ascend_r2_20260824_073901_16158,1,writer_1_private_draft,111,256,83.53114128112793,15.441121307073855,4.02102325996384
Ascend 910,shared_memory_fanin_meso,ascend_r2_20260824_073901_16158,2,writer_2_private_draft,110,352,102.57196426391602,15.381215304730624,5.501380660105497
Ascend 910,shared_memory_fanin_meso,ascend_r2_20260824_073901_16158,3,writer_1,2598,320,135.18762588500977,16.66662835028478,5.4518424100242555
Ascend 910,shared_memory_fanin_meso,ascend_r2_20260824_073901_16158,4,writer_2,2693,416,143.08452606201172,16.56726124774979,7.0184984197840095
Ascend 910,shared_memory_fanin_meso,ascend_r2_20260824_073901_16158,5,reader_1,845,144,186.74445152282715,16.425114411574143,2.535536479903385
Ascend 910,shared_memory_fanin_meso,ascend_r2_20260824_073901_16158,6,reader_2,846,176,182.2223663330078,16.401778629847936,3.052535600028932
Ascend 910,shared_memory_fanin_meso,ascend_r2_20260824_073901_16158,7,reader_3,847,208,173.73943328857422,16.312638342668468,3.5504569900222123
Ascend 910,shared_memory_fanin_meso,ascend_r2_20260824_073901_16158,8,reader_4,845,240,184.3092441558838,16.21534136049917,4.059778490103781
Ascend 910,shared_memory_fanin_meso,ascend_r2_20260824_073901_16158,9,memory_reviewer,884,224,124.30930137634277,15.497728313565789,3.5803035700228065
Ascend 910,shared_memory_fanin_meso,ascend_r2_20260824_073901_16158,10,finalizer,336,69,79.04672622680664,15.10495298049029,1.1061839100439101
Ascend 910,single_agent_control,ascend_r1_20260824_073328_22753,1,linear_analyst,2375,224,79.56385612487793,15.991380931016042,3.6456436899024993
Ascend 910,single_agent_control,ascend_r1_20260824_073328_22753,2,linear_finalizer,321,116,59.67354774475098,15.103188804958178,1.7965443700086325
Ascend 910,single_agent_control,ascend_r2_20260824_073723_16088,1,linear_analyst,2375,224,83.67800712585449,15.939528632057089,3.6381962101440877
Ascend 910,single_agent_control,ascend_r2_20260824_073723_16088,2,linear_finalizer,321,116,61.430931091308594,15.126985052357549,1.8010363199282438
